cassava4.1_000001m	GO:0008270,GO:0004842
cassava4.1_011941m	
cassava4.1_011942m	GO:0004568,GO:0006032,GO:0016998
cassava4.1_011943m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011944m	
cassava4.1_011945m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011946m	GO:0042254,GO:0005622
cassava4.1_011947m	
cassava4.1_011948m	GO:0016491,GO:0008152
cassava4.1_011949m	GO:0016787
cassava4.1_011950m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_011951m	
cassava4.1_011952m	
cassava4.1_011953m	
cassava4.1_011954m	GO:0003735,GO:0006412,GO:0005622,GO:0005840
cassava4.1_011955m	
cassava4.1_011956m	
cassava4.1_011957m	
cassava4.1_011958m	
cassava4.1_011959m	
cassava4.1_011960m	
cassava4.1_011961m	GO:0046406,GO:0015979,GO:0015995,GO:0008168,GO:0008152
cassava4.1_011962m	
cassava4.1_011963m	
cassava4.1_011964m	
cassava4.1_011965m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_011966m	GO:0016787
cassava4.1_011967m	GO:0005515
cassava4.1_011968m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_011969m	GO:0030528,GO:0006355
cassava4.1_011970m	
cassava4.1_011971m	
cassava4.1_011972m	GO:0016491,GO:0008152
cassava4.1_011973m	
cassava4.1_011974m	
cassava4.1_011975m	
cassava4.1_011976m	
cassava4.1_011977m	GO:0020037,GO:0003735,GO:0006412,GO:0005622,GO:0005840
cassava4.1_011978m	GO:0004222,GO:0005524,GO:0006508
cassava4.1_011979m	
cassava4.1_011980m	GO:0004252,GO:0016021,GO:0006508
cassava4.1_011981m	
cassava4.1_011982m	GO:0003676,GO:0008270
cassava4.1_011983m	
cassava4.1_011984m	GO:0003735,GO:0006414,GO:0005622,GO:0005840,GO:0042254
cassava4.1_011985m	GO:0005524
cassava4.1_011986m	
cassava4.1_011987m	
cassava4.1_011988m	GO:0005515
cassava4.1_011989m	
cassava4.1_011990m	GO:0016787
cassava4.1_011991m	GO:0003824,GO:0008152
cassava4.1_011992m	
cassava4.1_011993m	GO:0055114,GO:0016491
cassava4.1_011994m	GO:0016491,GO:0008152
cassava4.1_011995m	GO:0016787
cassava4.1_011996m	GO:0016787
cassava4.1_011997m	GO:0016491,GO:0008152
cassava4.1_011998m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_011999m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_012000m	GO:0004592,GO:0015940
cassava4.1_012001m	
cassava4.1_012002m	GO:0016491,GO:0008152
cassava4.1_012003m	
cassava4.1_012004m	GO:0016491,GO:0008152
cassava4.1_012005m	
cassava4.1_012006m	GO:0005515
cassava4.1_012007m	GO:0005507,GO:0009055
cassava4.1_012008m	
cassava4.1_012009m	GO:0007034,GO:0030904
cassava4.1_012010m	
cassava4.1_012011m	
cassava4.1_012012m	
cassava4.1_012013m	
cassava4.1_012014m	GO:0008839,GO:0009089,GO:0055114,GO:0070402
cassava4.1_012015m	
cassava4.1_012016m	GO:0004807,GO:0008152
cassava4.1_012017m	GO:0005515
cassava4.1_012018m	GO:0016021
cassava4.1_012019m	
cassava4.1_012020m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_012021m	GO:0016758,GO:0031227
cassava4.1_012022m	
cassava4.1_012023m	GO:0003824,GO:0008152,GO:0009081,GO:0004084
cassava4.1_012024m	GO:0003824,GO:0009116
cassava4.1_012025m	
cassava4.1_012026m	
cassava4.1_012027m	
cassava4.1_012028m	GO:0003677,GO:0005634,GO:0008270
cassava4.1_012029m	
cassava4.1_012030m	
cassava4.1_012031m	GO:0051258,GO:0043234,GO:0003924,GO:0005525,GO:0006184,GO:0007017,GO:0005874
cassava4.1_012032m	
cassava4.1_012033m	GO:0003676,GO:0055114,GO:0016491
cassava4.1_012034m	
cassava4.1_012035m	GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634
cassava4.1_012036m	GO:0003677
cassava4.1_012037m	
cassava4.1_012038m	
cassava4.1_012039m	GO:0071805,GO:0016020,GO:0015079
cassava4.1_012040m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_012041m	GO:0003676
cassava4.1_012042m	GO:0003824,GO:0008152
cassava4.1_012043m	GO:0005525,GO:0005622
cassava4.1_012044m	GO:0003824,GO:0050662,GO:0044237
cassava4.1_012045m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_012046m	GO:0003676,GO:0006418,GO:0006412,GO:0005737,GO:0005524,GO:0004812,GO:0000166
cassava4.1_012047m	GO:0000105,GO:0003949
cassava4.1_012048m	
cassava4.1_012049m	GO:0005515
cassava4.1_012050m	
cassava4.1_012051m	GO:0003879,GO:0000105,GO:0005737,GO:0000287
cassava4.1_012052m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_012053m	
cassava4.1_012054m	GO:0005634
cassava4.1_012055m	
cassava4.1_012056m	
cassava4.1_012057m	GO:0004807,GO:0008152
cassava4.1_012058m	GO:0004798,GO:0005524,GO:0006233
cassava4.1_012059m	GO:0016616,GO:0055114
cassava4.1_012060m	GO:0003676,GO:0055114,GO:0016491
cassava4.1_012061m	GO:0005509,GO:0005544
cassava4.1_012062m	
cassava4.1_012063m	GO:0005515
cassava4.1_012064m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_012065m	GO:0005515
cassava4.1_012066m	
cassava4.1_012067m	
cassava4.1_012068m	
cassava4.1_012069m	GO:0006355,GO:0005634
cassava4.1_012070m	GO:0008831,GO:0045226,GO:0003824,GO:0050662,GO:0044237
cassava4.1_012071m	
cassava4.1_012072m	
cassava4.1_012073m	GO:0016021
cassava4.1_012074m	
cassava4.1_012075m	GO:0005509,GO:0005544
cassava4.1_012076m	
cassava4.1_012077m	GO:0016491,GO:0008152
cassava4.1_012078m	
cassava4.1_012079m	
cassava4.1_012080m	GO:0055114,GO:0016491
cassava4.1_012081m	
cassava4.1_012082m	
cassava4.1_012083m	
cassava4.1_012084m	
cassava4.1_012085m	
cassava4.1_012086m	GO:0003677,GO:0008270,GO:0006355
cassava4.1_012087m	
cassava4.1_012088m	
cassava4.1_012089m	GO:0016705,GO:0006633,GO:0055114,GO:0016021,GO:0006629
cassava4.1_012090m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_012091m	
cassava4.1_012092m	GO:0008378,GO:0006486,GO:0016020
cassava4.1_012093m	
cassava4.1_012094m	
cassava4.1_012095m	
cassava4.1_012096m	GO:0005509,GO:0005544
cassava4.1_012097m	GO:0016853,GO:0005975
cassava4.1_012098m	
cassava4.1_012099m	
cassava4.1_012100m	
cassava4.1_012101m	
cassava4.1_012102m	GO:0005515
cassava4.1_012103m	
cassava4.1_012104m	
cassava4.1_012105m	
cassava4.1_012106m	GO:0016788
cassava4.1_012107m	GO:0016853,GO:0005975
cassava4.1_012108m	GO:0005515
cassava4.1_012109m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_012110m	
cassava4.1_012111m	
cassava4.1_012112m	
cassava4.1_012113m	GO:0003824,GO:0030170,GO:0008152
cassava4.1_012114m	
cassava4.1_012115m	GO:0003700,GO:0043565,GO:0006355,GO:0005634
cassava4.1_012116m	
cassava4.1_012117m	GO:0000062
cassava4.1_012118m	GO:0005506,GO:0009055,GO:0016705,GO:0020037,GO:0055114
cassava4.1_012119m	GO:0005542,GO:0016740,GO:0008152
cassava4.1_012120m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_012121m	GO:0003735,GO:0006412,GO:0005622,GO:0005840
cassava4.1_012122m	
cassava4.1_012123m	GO:0005509,GO:0005544
cassava4.1_012124m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_012125m	GO:0016787
cassava4.1_012126m	GO:0016787
cassava4.1_012127m	
cassava4.1_012128m	GO:0003676
cassava4.1_012129m	GO:0008308,GO:0006820,GO:0044070,GO:0055085,GO:0005741
cassava4.1_012130m	
cassava4.1_012131m	
cassava4.1_012132m	GO:0003824,GO:0016020
cassava4.1_012133m	GO:0016787
cassava4.1_012134m	GO:0003676,GO:0008168,GO:0032259,GO:0001510
cassava4.1_012135m	GO:0006355,GO:0005634
cassava4.1_012136m	GO:0004568,GO:0006032,GO:0016998,GO:0008061
cassava4.1_012137m	
cassava4.1_012138m	GO:0003677,GO:0008270,GO:0006355
cassava4.1_012139m	
cassava4.1_012140m	GO:0003676,GO:0008270,GO:0003677
cassava4.1_012141m	
cassava4.1_012142m	GO:0004601,GO:0020037,GO:0006979,GO:0055114
cassava4.1_012143m	GO:0005515
cassava4.1_012144m	
cassava4.1_012145m	
cassava4.1_012146m	GO:0016787
cassava4.1_012147m	GO:0003755,GO:0006457
cassava4.1_012148m	GO:0003824,GO:0016020
cassava4.1_012149m	
cassava4.1_012150m	
cassava4.1_012151m	GO:0006520,GO:0055114,GO:0016491,GO:0050661
cassava4.1_012152m	
cassava4.1_012153m	
cassava4.1_012154m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_012155m	GO:0003993
cassava4.1_012156m	
cassava4.1_012157m	
cassava4.1_012158m	GO:0004222,GO:0008270,GO:0006508
cassava4.1_012159m	
cassava4.1_012160m	GO:0003677
cassava4.1_012161m	GO:0003723,GO:0009982,GO:0001522,GO:0009451
cassava4.1_012162m	GO:0004553,GO:0005975,GO:0016762,GO:0006073,GO:0005618,GO:0048046
cassava4.1_012163m	GO:0005506,GO:0016491,GO:0006633,GO:0055114
cassava4.1_012164m	
cassava4.1_012165m	GO:0008270
cassava4.1_012166m	
cassava4.1_012167m	
cassava4.1_012168m	
cassava4.1_012169m	GO:0003735,GO:0006412,GO:0005840
cassava4.1_012170m	GO:0004568,GO:0006032,GO:0016998,GO:0008061
cassava4.1_012171m	
cassava4.1_012172m	GO:0009116,GO:0003824
cassava4.1_012173m	
cassava4.1_012174m	GO:0004190,GO:0006508
cassava4.1_012175m	GO:0003735,GO:0006412,GO:0005622,GO:0005840,GO:0015935
cassava4.1_012176m	
cassava4.1_012177m	GO:0003723,GO:0009982,GO:0001522,GO:0009451
cassava4.1_012178m	GO:0005515
cassava4.1_012179m	
cassava4.1_012180m	
cassava4.1_012181m	
cassava4.1_012182m	GO:0003676
cassava4.1_012183m	GO:0004222,GO:0008270,GO:0006508,GO:0031012,GO:0008152
cassava4.1_012184m	GO:0016787
cassava4.1_012185m	
cassava4.1_012186m	GO:0003677,GO:0006355
cassava4.1_012187m	
cassava4.1_012188m	
cassava4.1_012189m	GO:0004834,GO:0006568
cassava4.1_012190m	
cassava4.1_012191m	GO:0016788
cassava4.1_012192m	GO:0005509,GO:0005544
cassava4.1_012193m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_012194m	
cassava4.1_012195m	
cassava4.1_012196m	
cassava4.1_012197m	GO:0006511
cassava4.1_012198m	
cassava4.1_012199m	
cassava4.1_012200m	GO:0005509,GO:0005544
cassava4.1_012201m	GO:0005515
cassava4.1_012202m	
cassava4.1_012203m	GO:0003824
cassava4.1_012204m	GO:0003676
cassava4.1_012205m	
cassava4.1_012206m	
cassava4.1_012207m	GO:0016616,GO:0051287,GO:0008152,GO:0055114,GO:0048037
cassava4.1_012208m	GO:0005542,GO:0016740,GO:0008152
cassava4.1_012209m	GO:0003676,GO:0008270
cassava4.1_012210m	
cassava4.1_012211m	GO:0006355,GO:0005515
cassava4.1_012212m	
cassava4.1_012213m	GO:0003677
cassava4.1_012214m	
cassava4.1_012215m	
cassava4.1_012216m	GO:0009966
cassava4.1_012217m	GO:0003677
cassava4.1_012218m	GO:0016620,GO:0055114
cassava4.1_012219m	GO:0005524,GO:0016887
cassava4.1_012220m	GO:0016491,GO:0008152
cassava4.1_012221m	GO:0003677,GO:0008270,GO:0006355
cassava4.1_012222m	
cassava4.1_012223m	GO:0005515
cassava4.1_012224m	
cassava4.1_012225m	GO:0016740
cassava4.1_012226m	GO:0030528,GO:0006355
cassava4.1_012227m	GO:0003824
cassava4.1_012228m	GO:0019901,GO:0006355,GO:0000079,GO:0005675
cassava4.1_012229m	GO:0016020,GO:0005515
cassava4.1_012230m	
cassava4.1_012231m	GO:0008168,GO:0008152
cassava4.1_012232m	
cassava4.1_012233m	GO:0016021
cassava4.1_012234m	GO:0016888
cassava4.1_012235m	
cassava4.1_012236m	
cassava4.1_012237m	GO:0003676,GO:0008270,GO:0005634,GO:0003723
cassava4.1_012238m	GO:0003676,GO:0008270
cassava4.1_012239m	
cassava4.1_012240m	GO:0003676,GO:0008270,GO:0005634,GO:0003723
cassava4.1_012241m	GO:0003676
cassava4.1_012242m	GO:0004089,GO:0008270,GO:0015976
cassava4.1_012243m	GO:0008270,GO:0005622
cassava4.1_012244m	GO:0003676,GO:0008270
cassava4.1_012245m	
cassava4.1_012246m	GO:0016491,GO:0008152
cassava4.1_012247m	GO:0003743,GO:0006413,GO:0008270,GO:0006355
cassava4.1_012248m	GO:0008168,GO:0008152
cassava4.1_012249m	GO:0031072,GO:0051082,GO:0006457
cassava4.1_012250m	GO:0016787
cassava4.1_012251m	GO:0016787
cassava4.1_012252m	GO:0003677,GO:0006355
cassava4.1_012253m	GO:0016787
cassava4.1_012254m	GO:0003677
cassava4.1_012255m	
cassava4.1_012256m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_012257m	GO:0016787
cassava4.1_012258m	GO:0016787
cassava4.1_012259m	GO:0005515
cassava4.1_012260m	GO:0016787
cassava4.1_012261m	
cassava4.1_012262m	GO:0016787
cassava4.1_012263m	
cassava4.1_012264m	GO:0008168,GO:0008152
cassava4.1_012265m	
cassava4.1_012266m	GO:0003676
cassava4.1_012267m	
cassava4.1_012268m	GO:0003743,GO:0006413,GO:0008270,GO:0006355,GO:0030528,GO:0006352
cassava4.1_012269m	GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634
cassava4.1_012270m	
cassava4.1_012271m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_012272m	GO:0003677
cassava4.1_012273m	GO:0006914,GO:0005737
cassava4.1_012274m	GO:0005524,GO:0016887
cassava4.1_012275m	GO:0016853,GO:0005975
cassava4.1_012276m	GO:0005509,GO:0005544
cassava4.1_012277m	GO:0004089,GO:0008270,GO:0015976
cassava4.1_012278m	
cassava4.1_012279m	GO:0016491,GO:0008152
cassava4.1_012280m	GO:0003735,GO:0006412,GO:0005622,GO:0005840,GO:0015935
cassava4.1_012281m	GO:0003879,GO:0000105,GO:0005737
cassava4.1_012282m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_012283m	GO:0009116,GO:0003824
cassava4.1_012284m	GO:0005515
cassava4.1_012285m	GO:0008440
cassava4.1_012286m	GO:0016491,GO:0008152
cassava4.1_012287m	
cassava4.1_012288m	GO:0031072,GO:0051082,GO:0006457
cassava4.1_012289m	
cassava4.1_012290m	GO:0003677
cassava4.1_012291m	GO:0004222,GO:0008270,GO:0006508,GO:0031012,GO:0008152
cassava4.1_012292m	
cassava4.1_012293m	GO:0005515
cassava4.1_012294m	GO:0005634
cassava4.1_012295m	
cassava4.1_012296m	GO:0016616,GO:0051287,GO:0046168,GO:0055114,GO:0005737
cassava4.1_012297m	
cassava4.1_012298m	GO:0006909,GO:0005856
cassava4.1_012299m	
cassava4.1_012300m	
cassava4.1_012301m	
cassava4.1_012302m	GO:0004332,GO:0006096
cassava4.1_012303m	GO:0003700,GO:0043565,GO:0006355,GO:0005634
cassava4.1_012304m	GO:0006284,GO:0004844
cassava4.1_012305m	GO:0003735,GO:0006412,GO:0005622,GO:0005840,GO:0015935
cassava4.1_012306m	GO:0006334,GO:0005634
cassava4.1_012307m	GO:0003677,GO:0005622,GO:0005515
cassava4.1_012308m	
cassava4.1_012309m	GO:0003735,GO:0019843,GO:0006412,GO:0005840
cassava4.1_012310m	
cassava4.1_012311m	
cassava4.1_012312m	GO:0003677,GO:0043565,GO:0005622
cassava4.1_012313m	
cassava4.1_012314m	GO:0003677,GO:0006355
cassava4.1_012315m	
cassava4.1_012316m	
cassava4.1_012317m	GO:0008152
cassava4.1_012318m	
cassava4.1_012319m	
cassava4.1_012320m	
cassava4.1_012321m	GO:0046872,GO:0030001
cassava4.1_012322m	
cassava4.1_012323m	
cassava4.1_012324m	GO:0006355,GO:0005634
cassava4.1_012325m	GO:0042823
cassava4.1_012326m	
cassava4.1_012327m	
cassava4.1_012328m	GO:0003677
cassava4.1_012329m	
cassava4.1_012330m	
cassava4.1_012331m	
cassava4.1_012332m	GO:0016491,GO:0051287,GO:0055114
cassava4.1_012333m	
cassava4.1_012334m	GO:0004806,GO:0006629
cassava4.1_012335m	GO:0003677
cassava4.1_012336m	
cassava4.1_012337m	
cassava4.1_012338m	
cassava4.1_012339m	GO:0005509,GO:0005544
cassava4.1_012340m	
cassava4.1_012341m	GO:0003677
cassava4.1_012342m	GO:0005506,GO:0009055,GO:0020037
cassava4.1_012343m	
cassava4.1_012344m	
cassava4.1_012345m	GO:0016853,GO:0005975
cassava4.1_012346m	
cassava4.1_012347m	GO:0003677
cassava4.1_012348m	GO:0004332,GO:0006096
cassava4.1_012349m	
cassava4.1_012350m	GO:0005506,GO:0009055,GO:0020037
cassava4.1_012351m	GO:0047746,GO:0015996
cassava4.1_012352m	
cassava4.1_012353m	GO:0016874,GO:0003824,GO:0005524,GO:0008152
cassava4.1_012354m	GO:0005506,GO:0009055,GO:0020037
cassava4.1_012355m	
cassava4.1_012356m	GO:0008152
cassava4.1_012357m	GO:0046872,GO:0030001
cassava4.1_012358m	GO:0035556,GO:0047134,GO:0055114
cassava4.1_012359m	GO:0003993
cassava4.1_012360m	GO:0005515
cassava4.1_012361m	GO:0016491,GO:0051537,GO:0055114,GO:0008121,GO:0016679
cassava4.1_012362m	GO:0004197,GO:0006508
cassava4.1_012363m	GO:0016429,GO:0030488,GO:0008168,GO:0008152
cassava4.1_012364m	GO:0003824,GO:0008152
cassava4.1_012365m	
cassava4.1_012366m	
cassava4.1_012367m	GO:0003723,GO:0006355
cassava4.1_012368m	GO:0003735,GO:0006414,GO:0005622,GO:0005840,GO:0042254
cassava4.1_012369m	GO:0005506,GO:0009055,GO:0020037
cassava4.1_012370m	GO:0005506,GO:0050113,GO:0019310,GO:0055114,GO:0005737
cassava4.1_012371m	
cassava4.1_012372m	GO:0008324,GO:0006812,GO:0055085,GO:0016021
cassava4.1_012373m	GO:0016627,GO:0006629,GO:0005737,GO:0016021
cassava4.1_012374m	GO:0016787
cassava4.1_012375m	GO:0016627,GO:0006629,GO:0005737,GO:0016021
cassava4.1_012376m	GO:0016881
cassava4.1_012377m	GO:0005515
cassava4.1_012378m	GO:0016787
cassava4.1_012379m	GO:0004659,GO:0016021
cassava4.1_012380m	
cassava4.1_012381m	
cassava4.1_012382m	GO:0003700,GO:0006355,GO:0005634
cassava4.1_012383m	
cassava4.1_012384m	GO:0016765
cassava4.1_012385m	
cassava4.1_012386m	
cassava4.1_012387m	GO:0045449,GO:0005634,GO:0006355
cassava4.1_012388m	
cassava4.1_012389m	GO:0016881
cassava4.1_012390m	GO:0003700,GO:0006355
cassava4.1_012391m	
cassava4.1_012392m	
cassava4.1_012393m	
cassava4.1_012394m	
cassava4.1_012395m	GO:0005634
cassava4.1_012396m	
cassava4.1_012397m	
cassava4.1_012398m	GO:0006468,GO:0004672
cassava4.1_012399m	
cassava4.1_012400m	GO:0003677,GO:0006355
cassava4.1_012401m	GO:0016491,GO:0006144,GO:0055114
cassava4.1_012402m	GO:0042823
cassava4.1_012403m	GO:0005507,GO:0016491,GO:0055114
cassava4.1_012404m	
cassava4.1_012405m	
cassava4.1_012406m	GO:0046933,GO:0046961,GO:0015986,GO:0045261
cassava4.1_012407m	GO:0055114,GO:0016491
cassava4.1_012408m	
cassava4.1_012409m	
cassava4.1_012410m	
cassava4.1_012411m	GO:0005515
cassava4.1_012412m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_012413m	GO:0016788,GO:0006629
cassava4.1_012414m	
cassava4.1_012415m	
cassava4.1_012416m	GO:0016491,GO:0008152
cassava4.1_012417m	GO:0006511,GO:0007275,GO:0005634
cassava4.1_012418m	GO:0016020,GO:0005515
cassava4.1_012419m	GO:0003700,GO:0043565,GO:0006355,GO:0003677,GO:0005634
cassava4.1_012420m	
cassava4.1_012421m	
cassava4.1_012422m	GO:0008270,GO:0016491,GO:0055114
cassava4.1_012423m	GO:0045735
cassava4.1_012424m	GO:0016881
cassava4.1_012425m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_012426m	GO:0008270
cassava4.1_012427m	
cassava4.1_012428m	GO:0004616,GO:0006098,GO:0055114,GO:0016491
cassava4.1_012429m	GO:0004719,GO:0006464,GO:0008168,GO:0008152
cassava4.1_012430m	
cassava4.1_012431m	GO:0005515
cassava4.1_012432m	
cassava4.1_012433m	
cassava4.1_012434m	GO:0005515
cassava4.1_012435m	GO:0016021
cassava4.1_012436m	GO:0004252,GO:0006508
cassava4.1_012437m	GO:0004252,GO:0006508
cassava4.1_012438m	GO:0003700,GO:0006355
cassava4.1_012439m	GO:0004672,GO:0005524,GO:0006468,GO:0004674
cassava4.1_012440m	GO:0006511,GO:0007275,GO:0005634
cassava4.1_012441m	GO:0016597,GO:0008152
cassava4.1_012442m	GO:0016787
cassava4.1_012443m	GO:0016747,GO:0045449,GO:0005634,GO:0006355,GO:0008270,GO:0005622
cassava4.1_012444m	GO:0004252,GO:0006508
cassava4.1_012445m	
cassava4.1_012446m	GO:0005515
cassava4.1_012447m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_012448m	
cassava4.1_012449m	GO:0003676,GO:0008270,GO:0003677
cassava4.1_012450m	
cassava4.1_012451m	GO:0008270
cassava4.1_012452m	
cassava4.1_012453m	GO:0003677
cassava4.1_012454m	
cassava4.1_012455m	
cassava4.1_012456m	
cassava4.1_012457m	
cassava4.1_012458m	GO:0004252,GO:0006508
cassava4.1_012459m	
cassava4.1_012460m	
cassava4.1_012461m	
cassava4.1_012462m	GO:0004185,GO:0006508
cassava4.1_012463m	
cassava4.1_012464m	
cassava4.1_012465m	GO:0016491,GO:0008152
cassava4.1_012466m	GO:0003677,GO:0005634
cassava4.1_012467m	
cassava4.1_012468m	GO:0030983,GO:0006298,GO:0005524,GO:0005634
cassava4.1_012469m	GO:0016787
cassava4.1_012470m	GO:0005515
cassava4.1_012471m	GO:0003700,GO:0008270,GO:0043565,GO:0006355,GO:0005515
cassava4.1_012472m	GO:0008168,GO:0008152
cassava4.1_012473m	
cassava4.1_012474m	
cassava4.1_012475m	
cassava4.1_012476m	
cassava4.1_012477m	GO:0003700,GO:0043565,GO:0046983,GO:0006355
cassava4.1_012478m	
cassava4.1_012479m	
cassava4.1_012480m	GO:0015031,GO:0016021
cassava4.1_012481m	
cassava4.1_012482m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_012483m	
cassava4.1_012484m	GO:0008270,GO:0005622
cassava4.1_012485m	
cassava4.1_012486m	
cassava4.1_012487m	GO:0005515
cassava4.1_012488m	GO:0004672,GO:0005524,GO:0006468
cassava4.1_012489m	GO:0016491,GO:0008152
cassava4.1_012490m	GO:0008270
cassava4.1_012491m	GO:0005515
cassava4.1_012492m	
cassava4.1_012493m	GO:0016021
cassava4.1_012494m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_012495m	GO:0005515
cassava4.1_012496m	GO:0016787
cassava4.1_012497m	
cassava4.1_012498m	
cassava4.1_012499m	GO:0004109,GO:0006779,GO:0055114
cassava4.1_012500m	GO:0004765,GO:0005524
cassava4.1_012501m	GO:0016853,GO:0005975
cassava4.1_012502m	GO:0003779,GO:0030036,GO:0008290
cassava4.1_012503m	GO:0016020
cassava4.1_012504m	GO:0015031,GO:0016021
cassava4.1_012505m	GO:0003677
cassava4.1_012506m	GO:0016021
cassava4.1_012507m	GO:0005975,GO:0004553
cassava4.1_012508m	
cassava4.1_012509m	GO:0015031,GO:0016021
cassava4.1_012510m	
cassava4.1_012511m	GO:0005515
cassava4.1_012512m	
cassava4.1_012513m	
cassava4.1_012514m	
cassava4.1_012515m	
cassava4.1_012516m	GO:0003723,GO:0003735,GO:0006412,GO:0005622,GO:0005840
cassava4.1_012517m	
cassava4.1_012518m	GO:0003824,GO:0008152
cassava4.1_012519m	
cassava4.1_012520m	GO:0006694,GO:0003854
cassava4.1_012521m	GO:0016787
cassava4.1_012522m	GO:0046912,GO:0044262
cassava4.1_012523m	GO:0016787
cassava4.1_012524m	
cassava4.1_012525m	GO:0005515
cassava4.1_012526m	GO:0003824,GO:0008152
cassava4.1_012527m	
cassava4.1_012528m	
cassava4.1_012529m	GO:0005515
cassava4.1_012530m	GO:0006355,GO:0005634
cassava4.1_012531m	GO:0003824,GO:0030151,GO:0030170
cassava4.1_012532m	
cassava4.1_012533m	GO:0008440
cassava4.1_012534m	
cassava4.1_012535m	
cassava4.1_012536m	GO:0005506,GO:0016491,GO:0006633,GO:0055114
cassava4.1_012537m	GO:0005515
cassava4.1_012538m	
cassava4.1_012539m	GO:0005515
cassava4.1_012540m	GO:0016787
cassava4.1_012541m	
cassava4.1_012542m	GO:0003677
cassava4.1_012543m	
cassava4.1_012544m	GO:0008440
cassava4.1_012545m	GO:0005515
cassava4.1_012546m	
cassava4.1_012547m	GO:0008440
cassava4.1_012548m	
cassava4.1_012549m	GO:0004609,GO:0008654
cassava4.1_012550m	GO:0006511,GO:0007275,GO:0005634
cassava4.1_012551m	GO:0047800,GO:0055114
cassava4.1_012552m	GO:0005515
cassava4.1_012553m	GO:0016491,GO:0008152
cassava4.1_012554m	GO:0005506,GO:0016491,GO:0006633,GO:0055114
cassava4.1_012555m	GO:0003677
cassava4.1_012556m	GO:0003677
cassava4.1_012557m	GO:0008440
cassava4.1_012558m	
cassava4.1_012559m	
cassava4.1_012560m	
cassava4.1_012561m	
cassava4.1_012562m	
cassava4.1_012563m	GO:0003677
cassava4.1_012564m	GO:0000179,GO:0008649,GO:0000154
cassava4.1_012565m	GO:0007017,GO:0005875
cassava4.1_012566m	GO:0005215,GO:0006810,GO:0016020
cassava4.1_012567m	GO:0003677
cassava4.1_012568m	
cassava4.1_012569m	GO:0009055,GO:0015035,GO:0045454
cassava4.1_012570m	GO:0030528,GO:0006355
cassava4.1_012571m	GO:0004411,GO:0006559,GO:0006570,GO:0055114
cassava4.1_012572m	GO:0005515
cassava4.1_012573m	GO:0004553,GO:0005975
cassava4.1_012574m	GO:0004252,GO:0006508
cassava4.1_012575m	GO:0003700,GO:0043565,GO:0006355
cassava4.1_012576m	GO:0016491,GO:0016706,GO:0055114
cassava4.1_012577m	GO:0005515
cassava4.1_012578m	GO:0005488,GO:0044238
cassava4.1_012579m	
cassava4.1_012580m	
cassava4.1_012581m	GO:0016020,GO:0005515
cassava4.1_012582m	GO:0005634,GO:0005737
cassava4.1_012583m	GO:0016491,GO:0008152
