Ciclev10000001m	GO:0005515,GO:0016881,GO:0006464,GO:0005622
Ciclev10021732m	GO:0003676,GO:0055114,GO:0016491
Ciclev10021733m	GO:0043565,GO:0008270,GO:0006355,GO:0003700
Ciclev10021734m	GO:0008168,GO:0008152
Ciclev10021735m	GO:0003824
Ciclev10021736m	
Ciclev10021737m	
Ciclev10021738m	GO:0043565,GO:0006355,GO:0003700
Ciclev10021739m	
Ciclev10021740m	GO:0006355,GO:0003700
Ciclev10021741m	
Ciclev10021742m	
Ciclev10021743m	GO:0008474,GO:0006464
Ciclev10021744m	
Ciclev10021745m	GO:0016491,GO:0008152
Ciclev10021746m	GO:0009396,GO:0003824
Ciclev10021747m	
Ciclev10021748m	GO:0016491
Ciclev10021749m	GO:0005515
Ciclev10021750m	
Ciclev10021751m	GO:0008270
Ciclev10021752m	GO:0008270
Ciclev10021753m	GO:0006468,GO:0005524,GO:0004672
Ciclev10021754m	
Ciclev10021755m	
Ciclev10021756m	GO:0003676
Ciclev10021757m	GO:0003676
Ciclev10021758m	GO:0003676
Ciclev10021759m	GO:0016491
Ciclev10021760m	GO:0003676
Ciclev10021761m	GO:0006334,GO:0005634
Ciclev10021762m	
Ciclev10021763m	GO:0003676
Ciclev10021764m	GO:0003676
Ciclev10021765m	GO:0003676
Ciclev10021766m	GO:0008168
Ciclev10021767m	GO:0003676
Ciclev10021768m	GO:0003676
Ciclev10021769m	GO:0003676
Ciclev10021770m	GO:0003676
Ciclev10021771m	GO:0006334,GO:0005634
Ciclev10021772m	GO:0008234,GO:0006508
Ciclev10021773m	GO:0015031,GO:0008565,GO:0005743
Ciclev10021774m	GO:0003676
Ciclev10021775m	
Ciclev10021776m	GO:0005515
Ciclev10021777m	
Ciclev10021778m	
Ciclev10021779m	GO:0006614,GO:0005525
Ciclev10021780m	GO:0005634,GO:0003677
Ciclev10021781m	
Ciclev10021782m	GO:0031072
Ciclev10021783m	GO:0055114,GO:0050661,GO:0050660,GO:0004499
Ciclev10021784m	
Ciclev10021785m	GO:0055085,GO:0044070,GO:0008308,GO:0006820,GO:0005741
Ciclev10021786m	GO:0015031,GO:0008565,GO:0005743
Ciclev10021787m	
Ciclev10021788m	
Ciclev10021789m	GO:0046933,GO:0046961,GO:0015986,GO:0045261
Ciclev10021790m	GO:0003723
Ciclev10021791m	GO:0006950
Ciclev10021792m	
Ciclev10021793m	GO:0003723
Ciclev10021794m	GO:0005544,GO:0005509
Ciclev10021795m	GO:0003993
Ciclev10021796m	GO:0005544,GO:0005509
Ciclev10021797m	GO:0006950
Ciclev10021798m	GO:0015031,GO:0008565,GO:0005743
Ciclev10021799m	GO:0016020,GO:0006810,GO:0005215
Ciclev10021800m	
Ciclev10021801m	GO:0005783
Ciclev10021802m	
Ciclev10021803m	GO:0003677,GO:0006284
Ciclev10021804m	GO:0003676,GO:0004519
Ciclev10021805m	GO:0016301,GO:0008152,GO:0005524
Ciclev10021806m	
Ciclev10021807m	
Ciclev10021808m	
Ciclev10021809m	
Ciclev10021810m	GO:0005524
Ciclev10021811m	GO:0055114,GO:0051287,GO:0016491
Ciclev10021812m	GO:0016491,GO:0008152
Ciclev10021813m	GO:0005524
Ciclev10021814m	GO:0006457
Ciclev10021815m	GO:0005515
Ciclev10021816m	
Ciclev10021817m	GO:0008152,GO:0008080
Ciclev10021818m	
Ciclev10021819m	
Ciclev10021820m	GO:0019901,GO:0006355,GO:0000079
Ciclev10021821m	GO:0008270
Ciclev10021822m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10021823m	
Ciclev10021824m	GO:0016491,GO:0051287,GO:0055114
Ciclev10021825m	GO:0005515
Ciclev10021826m	
Ciclev10021827m	GO:0003676
Ciclev10021828m	GO:0016742,GO:0009058,GO:0008864,GO:0006189
Ciclev10021829m	
Ciclev10021830m	GO:0019887,GO:0005956
Ciclev10021831m	GO:0005515
Ciclev10021832m	GO:0015031,GO:0006457
Ciclev10021833m	GO:0008270,GO:0005622
Ciclev10021834m	
Ciclev10021835m	
Ciclev10021836m	GO:0007205,GO:0004143
Ciclev10021837m	
Ciclev10021838m	
Ciclev10021839m	GO:0016813,GO:0046872
Ciclev10021840m	
Ciclev10021841m	
Ciclev10021842m	
Ciclev10021843m	
Ciclev10021844m	GO:0005515
Ciclev10021845m	GO:0006614,GO:0005525
Ciclev10021846m	
Ciclev10021847m	GO:0005515
Ciclev10021848m	
Ciclev10021849m	GO:0006468,GO:0005524,GO:0004672
Ciclev10021850m	
Ciclev10021851m	
Ciclev10021852m	
Ciclev10021853m	
Ciclev10021854m	
Ciclev10021855m	
Ciclev10021856m	
Ciclev10021857m	
Ciclev10021858m	GO:0004866
Ciclev10021859m	
Ciclev10021860m	GO:0005783
Ciclev10021861m	GO:0016020,GO:0009765
Ciclev10021862m	GO:0008270,GO:0006355,GO:0003677
Ciclev10021863m	GO:0015031,GO:0006457
Ciclev10021864m	
Ciclev10021865m	
Ciclev10021866m	GO:0050662,GO:0044237,GO:0003824
Ciclev10021867m	GO:0016020,GO:0006810,GO:0005215
Ciclev10021868m	
Ciclev10021869m	
Ciclev10021870m	GO:0030170,GO:0008152,GO:0003824
Ciclev10021871m	GO:0008152
Ciclev10021872m	GO:0008171,GO:0046983,GO:0008168
Ciclev10021873m	GO:0043565,GO:0006355,GO:0003700
Ciclev10021874m	
Ciclev10021875m	GO:0030272,GO:0009396,GO:0005524
Ciclev10021876m	GO:0005515
Ciclev10021877m	GO:0043565,GO:0006355,GO:0003700,GO:0005634,GO:0003677
Ciclev10021878m	GO:0005515
Ciclev10021879m	GO:0005515
Ciclev10021880m	GO:0016788,GO:0006629
Ciclev10021881m	GO:0005515
Ciclev10021882m	GO:0003676
Ciclev10021883m	
Ciclev10021884m	
Ciclev10021885m	
Ciclev10021886m	
Ciclev10021887m	
Ciclev10021888m	GO:0008171,GO:0046983,GO:0008168
Ciclev10021889m	GO:0006241,GO:0006228,GO:0006183,GO:0006165,GO:0005524,GO:0004550
Ciclev10021890m	GO:0006355,GO:0003700
Ciclev10021891m	GO:0006355,GO:0003700
Ciclev10021892m	GO:0030272,GO:0009396,GO:0005524
Ciclev10021893m	GO:0006457
Ciclev10021894m	GO:0006355,GO:0003700
Ciclev10021895m	GO:0003824
Ciclev10021896m	GO:0019205,GO:0006139,GO:0005524,GO:0004017
Ciclev10021897m	
Ciclev10021898m	GO:0006355,GO:0003700
Ciclev10021899m	GO:0006412,GO:0005840,GO:0003735
Ciclev10021900m	GO:0043022,GO:0042256
Ciclev10021901m	
Ciclev10021902m	
Ciclev10021903m	GO:0006457
Ciclev10021904m	
Ciclev10021905m	GO:0016881
Ciclev10021906m	
Ciclev10021907m	GO:0003676
Ciclev10021908m	
Ciclev10021909m	GO:0043022,GO:0042256
Ciclev10021910m	
Ciclev10021911m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10021912m	
Ciclev10021913m	GO:0007049,GO:0007067,GO:0000775,GO:0005634
Ciclev10021914m	GO:0008171,GO:0046983,GO:0008168
Ciclev10021915m	GO:0008270
Ciclev10021916m	GO:0016020,GO:0006810,GO:0005215
Ciclev10021917m	GO:0015031,GO:0006457
Ciclev10021918m	
Ciclev10021919m	GO:0016020
Ciclev10021920m	
Ciclev10021921m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10021922m	
Ciclev10021923m	GO:0006355,GO:0003700
Ciclev10021924m	
Ciclev10021925m	
Ciclev10021926m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10021927m	GO:0016747
Ciclev10021928m	GO:0005198
Ciclev10021929m	GO:0016020
Ciclev10021930m	GO:0016485,GO:0043085,GO:0016021
Ciclev10021931m	
Ciclev10021932m	GO:0016788,GO:0006629
Ciclev10021933m	
Ciclev10021934m	
Ciclev10021935m	GO:0006614,GO:0005525
Ciclev10021936m	
Ciclev10021937m	GO:0006355,GO:0000160,GO:0000156
Ciclev10021938m	
Ciclev10021939m	GO:0005198
Ciclev10021940m	
Ciclev10021941m	
Ciclev10021942m	
Ciclev10021943m	GO:0000062
Ciclev10021944m	GO:0006396,GO:0003723
Ciclev10021945m	
Ciclev10021946m	
Ciclev10021947m	
Ciclev10021948m	GO:0003676
Ciclev10021949m	
Ciclev10021950m	GO:0005094,GO:0005737
Ciclev10021951m	GO:0045735
Ciclev10021952m	GO:0008270,GO:0003676
Ciclev10021953m	GO:0006415,GO:0003747
Ciclev10021954m	GO:0004871,GO:0000160
Ciclev10021955m	
Ciclev10021956m	
Ciclev10021957m	
Ciclev10021958m	
Ciclev10021959m	
Ciclev10021960m	GO:0005777
Ciclev10021961m	
Ciclev10021962m	GO:0055114,GO:0016491,GO:0008270
Ciclev10021963m	
Ciclev10021964m	GO:0008171,GO:0046983,GO:0008168
Ciclev10021965m	GO:0003676
Ciclev10021966m	
Ciclev10021967m	
Ciclev10021968m	GO:0016491
Ciclev10021969m	GO:0006241,GO:0006228,GO:0006183,GO:0006165,GO:0005524,GO:0004550
Ciclev10021970m	GO:0019538
Ciclev10021971m	GO:0030528,GO:0006355
Ciclev10021972m	
Ciclev10021973m	GO:0016787
Ciclev10021974m	
Ciclev10021975m	
Ciclev10021976m	GO:0016021,GO:0006888,GO:0005801,GO:0000139
Ciclev10021977m	
Ciclev10021978m	GO:0003824
Ciclev10021979m	
Ciclev10021980m	GO:0008270,GO:0005622
Ciclev10021981m	
Ciclev10021982m	GO:0019901,GO:0000079
Ciclev10021983m	
Ciclev10021984m	
Ciclev10021985m	GO:0016021
Ciclev10021986m	
Ciclev10021987m	GO:0003676
Ciclev10021988m	GO:0005198
Ciclev10021989m	GO:0016021
Ciclev10021990m	
Ciclev10021991m	GO:0016114,GO:0008685
Ciclev10021992m	
Ciclev10021993m	GO:0006457,GO:0003755
Ciclev10021994m	
Ciclev10021995m	GO:0006355,GO:0003700
Ciclev10021996m	GO:0008270
Ciclev10021997m	GO:0006457,GO:0003755
Ciclev10021998m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10021999m	GO:0006351,GO:0003899,GO:0003677,GO:0005634
Ciclev10022000m	
Ciclev10022001m	GO:0004866
Ciclev10022002m	GO:0005525
Ciclev10022003m	GO:0055114,GO:0050661,GO:0050660,GO:0004499
Ciclev10022004m	GO:0006412,GO:0005840,GO:0003735
Ciclev10022005m	GO:0055114,GO:0050661,GO:0050660,GO:0004499
Ciclev10022006m	
Ciclev10022007m	GO:0016559,GO:0005778
Ciclev10022008m	GO:0003676
Ciclev10022009m	
Ciclev10022010m	GO:0019887,GO:0005956
Ciclev10022011m	GO:0003676
Ciclev10022012m	GO:0004871,GO:0000160
Ciclev10022013m	GO:0016559,GO:0005778
Ciclev10022014m	GO:0005515
Ciclev10022015m	GO:0016021
Ciclev10022016m	GO:0016559,GO:0005778
Ciclev10022017m	GO:0016020,GO:0009765
Ciclev10022018m	
Ciclev10022019m	
Ciclev10022020m	
Ciclev10022021m	GO:0006457,GO:0003755
Ciclev10022022m	
Ciclev10022023m	
Ciclev10022024m	
Ciclev10022025m	GO:0006355,GO:0003700
Ciclev10022026m	GO:0008270,GO:0006355,GO:0003677
Ciclev10022027m	
Ciclev10022028m	GO:0030599,GO:0004857
Ciclev10022029m	GO:0016998
Ciclev10022030m	GO:0005515
Ciclev10022031m	
Ciclev10022032m	GO:0006355,GO:0005634
Ciclev10022033m	GO:0016818,GO:0006355,GO:0005634,GO:0005524,GO:0005515
Ciclev10022034m	
Ciclev10022035m	GO:0003676
Ciclev10022036m	
Ciclev10022037m	
Ciclev10022038m	GO:0006508,GO:0004252
Ciclev10022039m	GO:0006511,GO:0005622,GO:0004221
Ciclev10022040m	GO:0005515
Ciclev10022041m	GO:0004866
Ciclev10022042m	
Ciclev10022043m	
Ciclev10022044m	GO:0005634,GO:0003677
Ciclev10022045m	GO:0003676
Ciclev10022046m	
Ciclev10022047m	
Ciclev10022048m	GO:0016998
Ciclev10022049m	
Ciclev10022050m	GO:0016998,GO:0006032,GO:0004568
Ciclev10022051m	GO:0006777
Ciclev10022052m	
Ciclev10022053m	
Ciclev10022054m	GO:0006777
Ciclev10022055m	GO:0006810,GO:0005622
Ciclev10022056m	
Ciclev10022057m	
Ciclev10022058m	GO:0006241,GO:0006228,GO:0006183,GO:0006165,GO:0005524,GO:0004550
Ciclev10022059m	GO:0006777
Ciclev10022060m	GO:0006777
Ciclev10022061m	GO:0046961,GO:0033178,GO:0015991
Ciclev10022062m	GO:0003676
Ciclev10022063m	GO:0016998,GO:0006032,GO:0004568
Ciclev10022064m	
Ciclev10022065m	
Ciclev10022066m	GO:0004140,GO:0005524,GO:0015937
Ciclev10022067m	GO:0006508,GO:0004252
Ciclev10022068m	
Ciclev10022069m	
Ciclev10022070m	GO:0005515
Ciclev10022071m	GO:0005783
Ciclev10022072m	GO:0016020,GO:0008378,GO:0006486
Ciclev10022073m	
Ciclev10022074m	GO:0005783
Ciclev10022075m	GO:0008152,GO:0003824
Ciclev10022076m	GO:0008270
Ciclev10022077m	
Ciclev10022078m	
Ciclev10022079m	
Ciclev10022080m	
Ciclev10022081m	
Ciclev10022082m	
Ciclev10022083m	GO:0005515
Ciclev10022084m	
Ciclev10022085m	GO:0005198
Ciclev10022086m	GO:0006355,GO:0005634
Ciclev10022087m	GO:0005198
Ciclev10022088m	
Ciclev10022089m	
Ciclev10022090m	
Ciclev10022091m	GO:0006468,GO:0005524,GO:0004672
Ciclev10022092m	GO:0006468,GO:0005524,GO:0004672
Ciclev10022093m	
Ciclev10022094m	GO:0006468,GO:0005524,GO:0004672
Ciclev10022095m	
Ciclev10022096m	GO:0005515
Ciclev10022097m	GO:0043022,GO:0042256
Ciclev10022098m	GO:0006351,GO:0003899,GO:0003677,GO:0005634
Ciclev10022099m	
Ciclev10022100m	
Ciclev10022101m	
Ciclev10022102m	
Ciclev10022103m	
Ciclev10022104m	
Ciclev10022105m	
Ciclev10022106m	GO:0006351,GO:0003899,GO:0003677,GO:0005634
Ciclev10022107m	GO:0010181
Ciclev10022108m	GO:0045735
Ciclev10022109m	
Ciclev10022110m	GO:0045735
Ciclev10022111m	GO:0045735
Ciclev10022112m	GO:0006351,GO:0003899,GO:0003677,GO:0005634
Ciclev10022113m	GO:0045735
Ciclev10022114m	GO:0006412,GO:0005840,GO:0003735
Ciclev10022115m	
Ciclev10022116m	
Ciclev10022117m	GO:0045735
Ciclev10022118m	GO:0045735
Ciclev10022119m	GO:0051603,GO:0005839,GO:0004298
Ciclev10022120m	GO:0016021
Ciclev10022121m	GO:0055114,GO:0016491,GO:0006633,GO:0005506
Ciclev10022122m	GO:0051536,GO:0016226,GO:0005506
Ciclev10022123m	GO:0016998,GO:0006032,GO:0004568
Ciclev10022124m	GO:0004866
Ciclev10022125m	GO:0051536,GO:0016226,GO:0005506
Ciclev10022126m	
Ciclev10022127m	GO:0046923,GO:0016021,GO:0006621
Ciclev10022128m	GO:0045735
Ciclev10022129m	GO:0004866
Ciclev10022130m	GO:0055114,GO:0006979,GO:0004602
Ciclev10022131m	GO:0051536,GO:0016226,GO:0005506
Ciclev10022132m	
Ciclev10022133m	
Ciclev10022134m	GO:0006412,GO:0005840,GO:0003735
Ciclev10022135m	GO:0009058,GO:0003824
Ciclev10022136m	GO:0045735
Ciclev10022137m	
Ciclev10022138m	GO:0045735
Ciclev10022139m	
Ciclev10022140m	GO:0016020,GO:0006886
Ciclev10022141m	GO:0006468,GO:0005524,GO:0004672
Ciclev10022142m	GO:0045735
Ciclev10022143m	
Ciclev10022144m	
Ciclev10022145m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10022146m	GO:0016787
Ciclev10022147m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10022148m	
Ciclev10022149m	GO:0009349,GO:0009231
Ciclev10022150m	GO:0043565,GO:0006355,GO:0005634,GO:0003700
Ciclev10022151m	GO:0006413,GO:0005737,GO:0003743,GO:0003723
Ciclev10022152m	GO:0045735
Ciclev10022153m	
Ciclev10022154m	GO:0005515
Ciclev10022155m	
Ciclev10022156m	GO:0004866
Ciclev10022157m	GO:0003697,GO:0006260
Ciclev10022158m	GO:0035556,GO:0016020
Ciclev10022159m	GO:0045735
Ciclev10022160m	GO:0005515
Ciclev10022161m	GO:0019843,GO:0006412,GO:0005840,GO:0003735
Ciclev10022162m	GO:0016192,GO:0016021
Ciclev10022163m	GO:0006412,GO:0005840,GO:0003735
Ciclev10022164m	GO:0005515
Ciclev10022165m	GO:0016021,GO:0006886,GO:0005783
Ciclev10022166m	
Ciclev10022167m	GO:0003676
Ciclev10022168m	GO:0006810,GO:0005622
Ciclev10022169m	
Ciclev10022170m	
Ciclev10022171m	GO:0006796,GO:0005737,GO:0004427,GO:0000287
Ciclev10022172m	GO:0005544,GO:0005509
Ciclev10022173m	
Ciclev10022174m	
Ciclev10022175m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022176m	
Ciclev10022177m	GO:0031072
Ciclev10022178m	GO:0006412
Ciclev10022179m	
Ciclev10022180m	GO:0009231,GO:0009349
Ciclev10022181m	GO:0007050,GO:0005634,GO:0004861
Ciclev10022182m	GO:0019901,GO:0000079
Ciclev10022183m	
Ciclev10022184m	GO:0008152,GO:0008080
Ciclev10022185m	
Ciclev10022186m	
Ciclev10022187m	GO:0006355,GO:0003700
Ciclev10022188m	
Ciclev10022189m	GO:0015031
Ciclev10022190m	
Ciclev10022191m	
Ciclev10022192m	GO:0008152,GO:0008080
Ciclev10022193m	GO:0005515
Ciclev10022194m	GO:0009055,GO:0005507
Ciclev10022195m	
Ciclev10022196m	
Ciclev10022197m	GO:0004719,GO:0006464
Ciclev10022198m	
Ciclev10022199m	GO:0043565,GO:0006355,GO:0003700
Ciclev10022200m	GO:0005975,GO:0004553
Ciclev10022201m	
Ciclev10022202m	GO:0046923,GO:0016021,GO:0006621
Ciclev10022203m	
Ciclev10022204m	GO:0003676
Ciclev10022205m	
Ciclev10022206m	
Ciclev10022207m	GO:0007050,GO:0005634,GO:0004861
Ciclev10022208m	
Ciclev10022209m	
Ciclev10022210m	GO:0003676
Ciclev10022211m	GO:0004866
Ciclev10022212m	GO:0005515
Ciclev10022213m	
Ciclev10022214m	
Ciclev10022215m	GO:0005515
Ciclev10022216m	GO:0006508,GO:0004252
Ciclev10022217m	GO:0006508,GO:0004252
Ciclev10022218m	
Ciclev10022219m	
Ciclev10022220m	
Ciclev10022221m	
Ciclev10022222m	
Ciclev10022223m	GO:0015031
Ciclev10022224m	
Ciclev10022225m	GO:0003824
Ciclev10022226m	
Ciclev10022227m	
Ciclev10022228m	
Ciclev10022229m	GO:0003824
Ciclev10022230m	
Ciclev10022231m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022232m	
Ciclev10022233m	
Ciclev10022234m	GO:0008270,GO:0005622
Ciclev10022235m	
Ciclev10022236m	
Ciclev10022237m	GO:0006950
Ciclev10022238m	
Ciclev10022239m	GO:0006412,GO:0005840,GO:0003735
Ciclev10022240m	
Ciclev10022241m	
Ciclev10022242m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022243m	GO:0006915,GO:0005524
Ciclev10022244m	GO:0006355,GO:0003700
Ciclev10022245m	
Ciclev10022246m	GO:0005515
Ciclev10022247m	
Ciclev10022248m	GO:0015979,GO:0009538,GO:0009522
Ciclev10022249m	
Ciclev10022250m	
Ciclev10022251m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022252m	
Ciclev10022253m	GO:0043565,GO:0006355,GO:0003700,GO:0005634,GO:0003677
Ciclev10022254m	GO:0015031,GO:0006457
Ciclev10022255m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022256m	
Ciclev10022257m	
Ciclev10022258m	
Ciclev10022259m	GO:0003911,GO:0006260,GO:0006281
Ciclev10022260m	
Ciclev10022261m	
Ciclev10022262m	
Ciclev10022263m	
Ciclev10022264m	
Ciclev10022265m	
Ciclev10022266m	
Ciclev10022267m	GO:0016020,GO:0009765
Ciclev10022268m	
Ciclev10022269m	
Ciclev10022270m	
Ciclev10022271m	
Ciclev10022272m	
Ciclev10022273m	GO:0016772,GO:0016301,GO:0005524,GO:0000103
Ciclev10022274m	
Ciclev10022275m	
Ciclev10022276m	GO:0004866
Ciclev10022277m	
Ciclev10022278m	GO:0006468,GO:0005524,GO:0004672
Ciclev10022279m	GO:0019901,GO:0000079
Ciclev10022280m	
Ciclev10022281m	
Ciclev10022282m	GO:0004866
Ciclev10022283m	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Ciclev10022284m	GO:0004866
Ciclev10022285m	GO:0030599,GO:0004857
Ciclev10022286m	
Ciclev10022287m	GO:0005515
Ciclev10022288m	
Ciclev10022289m	
Ciclev10022290m	
Ciclev10022291m	
Ciclev10022292m	GO:0005515
Ciclev10022293m	GO:0004602,GO:0006979,GO:0055114
Ciclev10022294m	GO:0005515
Ciclev10022295m	
Ciclev10022296m	GO:0007067
Ciclev10022297m	GO:0015031,GO:0008565,GO:0005743
Ciclev10022298m	GO:0016020,GO:0006886
Ciclev10022299m	
Ciclev10022300m	
Ciclev10022301m	
Ciclev10022302m	GO:0045454,GO:0015035,GO:0009055,GO:0006662
Ciclev10022303m	
Ciclev10022304m	GO:0003676
Ciclev10022305m	
Ciclev10022306m	GO:0005515
Ciclev10022307m	
Ciclev10022308m	
Ciclev10022309m	GO:0005515
Ciclev10022310m	GO:0005515
Ciclev10022311m	
Ciclev10022312m	GO:0005515
Ciclev10022313m	GO:0030599,GO:0004857
Ciclev10022314m	GO:0003676
Ciclev10022315m	
Ciclev10022316m	GO:0055114,GO:0047800
Ciclev10022317m	
Ciclev10022318m	GO:0005515
Ciclev10022319m	GO:0005515
Ciclev10022320m	
Ciclev10022321m	GO:0055114,GO:0008113
Ciclev10022322m	GO:0016020,GO:0015979,GO:0009654,GO:0009523
Ciclev10022323m	
Ciclev10022324m	GO:0006367,GO:0006355,GO:0003702,GO:0003677
Ciclev10022325m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022326m	
Ciclev10022327m	
Ciclev10022328m	GO:0046933,GO:0046961,GO:0015986,GO:0045261
Ciclev10022329m	GO:0010181,GO:0055114,GO:0008615,GO:0004733
Ciclev10022330m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022331m	GO:0003676
Ciclev10022332m	
Ciclev10022333m	GO:0003824
Ciclev10022334m	GO:0006355,GO:0000160,GO:0000156
Ciclev10022335m	
Ciclev10022336m	GO:0016563,GO:0006350,GO:0005634,GO:0043565,GO:0006355,GO:0003700,GO:0006351
Ciclev10022337m	GO:0005515
Ciclev10022338m	
Ciclev10022339m	
Ciclev10022340m	GO:0005515
Ciclev10022341m	
Ciclev10022342m	
Ciclev10022343m	
Ciclev10022344m	
Ciclev10022345m	
Ciclev10022346m	
Ciclev10022347m	
Ciclev10022348m	GO:0005634,GO:0003677,GO:0008270
Ciclev10022349m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10022350m	GO:0008270
Ciclev10022351m	
Ciclev10022352m	
Ciclev10022353m	
Ciclev10022354m	
Ciclev10022355m	GO:0030599,GO:0004857
Ciclev10022356m	GO:0019205,GO:0006139,GO:0005524
Ciclev10022357m	
Ciclev10022358m	GO:0016742,GO:0009058,GO:0008864,GO:0006189
Ciclev10022359m	
Ciclev10022360m	
Ciclev10022361m	GO:0008270
Ciclev10022362m	
Ciclev10022363m	GO:0004871,GO:0000160
Ciclev10022364m	GO:0045087,GO:0031224,GO:0007165,GO:0004888
Ciclev10022365m	GO:0043565,GO:0006355,GO:0003700,GO:0005634,GO:0003677
Ciclev10022366m	GO:0055114,GO:0019538,GO:0016671
Ciclev10022367m	GO:0019205,GO:0006139,GO:0005524,GO:0004017
Ciclev10022368m	
Ciclev10022369m	
Ciclev10022370m	GO:0006355,GO:0005634
Ciclev10022371m	
Ciclev10022372m	GO:0019843,GO:0006412,GO:0005840,GO:0003735
Ciclev10022373m	
Ciclev10022374m	GO:0006810,GO:0005622
Ciclev10022375m	
Ciclev10022376m	GO:0003735,GO:0019843,GO:0006412,GO:0005840
Ciclev10022377m	
Ciclev10022378m	GO:0030234,GO:0006808
Ciclev10022379m	GO:0005525,GO:0006886,GO:0005622
Ciclev10022380m	GO:0009058
Ciclev10022381m	GO:0005525
Ciclev10022382m	GO:0005515
Ciclev10022383m	GO:0005525,GO:0006886,GO:0005622
Ciclev10022384m	GO:0009055,GO:0005507
Ciclev10022385m	GO:0015031,GO:0008565,GO:0005743
Ciclev10022386m	
Ciclev10022387m	
Ciclev10022388m	GO:0005515
Ciclev10022389m	
Ciclev10022390m	GO:0005515
Ciclev10022391m	GO:0005515
Ciclev10022392m	
Ciclev10022393m	
Ciclev10022394m	
Ciclev10022395m	
Ciclev10022396m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022397m	GO:0004519,GO:0003676
Ciclev10022398m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022399m	GO:0006508,GO:0004252
Ciclev10022400m	GO:0004872,GO:0005788
Ciclev10022401m	
Ciclev10022402m	
Ciclev10022403m	GO:0016021
Ciclev10022404m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022405m	
Ciclev10022406m	
Ciclev10022407m	
Ciclev10022408m	GO:0006412,GO:0005840,GO:0003735
Ciclev10022409m	
Ciclev10022410m	GO:0006355,GO:0003700
Ciclev10022411m	
Ciclev10022412m	
Ciclev10022413m	GO:0008270
Ciclev10022414m	
Ciclev10022415m	GO:0003676
Ciclev10022416m	
Ciclev10022417m	
Ciclev10022418m	
Ciclev10022419m	
Ciclev10022420m	
Ciclev10022421m	GO:0005515
Ciclev10022422m	GO:0030145,GO:0016021,GO:0015979,GO:0009523
Ciclev10022423m	
Ciclev10022424m	GO:0016020,GO:0003824
Ciclev10022425m	
Ciclev10022426m	
Ciclev10022427m	
Ciclev10022428m	
Ciclev10022429m	
Ciclev10022430m	GO:0006412,GO:0005840,GO:0005622,GO:0003735,GO:0015934
Ciclev10022431m	
Ciclev10022432m	GO:0015031,GO:0006457
Ciclev10022433m	
Ciclev10022434m	
Ciclev10022435m	GO:0006412,GO:0005840,GO:0005622,GO:0003735
Ciclev10022436m	
Ciclev10022437m	
Ciclev10022438m	GO:0006355,GO:0003700
Ciclev10022439m	
Ciclev10022440m	
Ciclev10022441m	GO:0016455,GO:0006357,GO:0016592
Ciclev10022442m	
Ciclev10022443m	GO:0035556,GO:0016020
Ciclev10022444m	GO:0006310,GO:0006281
Ciclev10022445m	GO:0043022,GO:0042256
Ciclev10022446m	
Ciclev10022447m	
Ciclev10022448m	GO:0008270
Ciclev10022449m	GO:0005515
Ciclev10022450m	
Ciclev10022451m	
Ciclev10022452m	
Ciclev10022453m	
Ciclev10022454m	
Ciclev10022455m	
Ciclev10022456m	
Ciclev10022457m	
Ciclev10022458m	
Ciclev10022459m	GO:0016881
Ciclev10022460m	
Ciclev10022461m	
Ciclev10022462m	GO:0003824
Ciclev10022463m	GO:0016881
Ciclev10022464m	GO:0016881
Ciclev10022465m	GO:0005515
Ciclev10022466m	GO:0019843,GO:0006412,GO:0005840,GO:0003735
Ciclev10022467m	GO:0015979,GO:0009523,GO:0009654,GO:0016020
Ciclev10022468m	
Ciclev10022469m	GO:0005515
Ciclev10022470m	GO:0005515
Ciclev10022471m	GO:0005515
Ciclev10022472m	GO:0005525
Ciclev10022473m	GO:0020037,GO:0016705,GO:0009055,GO:0005506
Ciclev10022474m	
Ciclev10022475m	
Ciclev10022476m	GO:0009116
Ciclev10022477m	
Ciclev10022478m	
Ciclev10022479m	GO:0006355,GO:0005634,GO:0003700
Ciclev10022480m	GO:0030528,GO:0006355
Ciclev10022481m	
