Phpat.001G000100.1	GO:0005089
Phpat.016G026000.7	GO:0016740,GO:0030170,GO:0009058
Phpat.016G026100.1	
Phpat.016G026200.1	GO:0003677,GO:0008270,GO:0005515
Phpat.016G026300.1	
Phpat.016G026400.1	
Phpat.016G026500.1	GO:0016788,GO:0006629
Phpat.016G026600.1	
Phpat.016G026700.1	
Phpat.016G026700.2	
Phpat.016G026700.3	
Phpat.016G026800.1	
Phpat.016G026900.1	
Phpat.016G027000.1	GO:0005515
Phpat.016G027100.1	
Phpat.016G027100.2	
Phpat.016G027100.3	
Phpat.016G027200.1	
Phpat.016G027200.2	
Phpat.016G027300.1	GO:0008081,GO:0046872,GO:0015969
Phpat.016G027300.2	GO:0015969
Phpat.016G027300.3	
Phpat.016G027400.1	
Phpat.016G027500.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.016G027600.1	GO:0005783
Phpat.016G027600.2	GO:0005783
Phpat.016G027600.3	GO:0005783
Phpat.016G027700.1	
Phpat.016G027800.1	
Phpat.016G027900.1	
Phpat.016G028000.1	
Phpat.016G028100.1	GO:0005524,GO:0016887,GO:0042626,GO:0006810,GO:0055085,GO:0016021
Phpat.016G028100.2	GO:0005524,GO:0016887,GO:0042626,GO:0006810,GO:0055085,GO:0016021
Phpat.016G028200.1	GO:0016021
Phpat.016G028200.2	GO:0016021
Phpat.016G028200.3	GO:0016021
Phpat.016G028300.1	
Phpat.016G028400.1	
Phpat.016G028500.1	GO:0003677,GO:0003899,GO:0006351
Phpat.016G028500.2	GO:0003677,GO:0003899,GO:0006351
Phpat.016G028500.3	GO:0003677,GO:0003899,GO:0006351
Phpat.016G028600.1	GO:0005515
Phpat.016G028600.2	GO:0005515
Phpat.016G028600.3	GO:0005515
Phpat.016G028600.4	GO:0005515
Phpat.016G028600.5	GO:0005515
Phpat.016G028700.1	
Phpat.016G028800.1	
Phpat.016G028900.1	
Phpat.016G029000.1	
Phpat.016G029100.1	GO:0004650,GO:0005975
Phpat.016G029200.1	
Phpat.016G029200.2	
Phpat.016G029300.1	
Phpat.016G029400.1	GO:0016773
Phpat.016G029500.1	GO:0003677,GO:0005634
Phpat.016G029500.2	GO:0003677,GO:0005634
Phpat.016G029600.1	GO:0003677,GO:0005634
Phpat.016G029700.1	GO:0003677,GO:0005634
Phpat.016G029700.2	GO:0003677,GO:0005634
Phpat.016G029700.3	GO:0003677,GO:0005634
Phpat.016G029800.1	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
Phpat.016G029800.2	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005524
Phpat.016G029900.1	
Phpat.016G030000.1	
Phpat.016G030000.2	
Phpat.016G030100.1	
Phpat.016G030200.1	
Phpat.016G030200.2	
Phpat.016G030300.1	
Phpat.016G030300.2	
Phpat.016G030300.3	
Phpat.016G030400.1	GO:0047800,GO:0055114
Phpat.016G030400.2	GO:0047800,GO:0055114
Phpat.016G030400.3	GO:0047800,GO:0055114
Phpat.016G030500.1	GO:0005515
Phpat.016G030600.1	
Phpat.016G030700.1	GO:0005515,GO:0005543
Phpat.016G030700.2	GO:0005515,GO:0005543
Phpat.016G030800.1	GO:0004555,GO:0005991
Phpat.016G030900.1	GO:0004672,GO:0005524,GO:0006468
Phpat.016G031000.1	
Phpat.016G031100.1	
Phpat.016G031200.1	GO:0005515
Phpat.016G031300.1	
Phpat.016G031400.1	GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0009058,GO:0008831,GO:0045226
Phpat.016G031400.2	GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0009058,GO:0008831,GO:0045226
Phpat.016G031400.3	GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237,GO:0009058,GO:0008831,GO:0045226
Phpat.016G031500.1	
Phpat.016G031600.1	
Phpat.016G031700.1	
Phpat.016G031700.2	
Phpat.016G031700.3	
Phpat.016G031700.4	
Phpat.016G031800.1	
Phpat.016G031800.2	
Phpat.016G031800.3	
Phpat.016G031900.1	GO:0016787
Phpat.016G032000.1	GO:0016491,GO:0016706,GO:0055114
Phpat.016G032100.1	GO:0047746,GO:0015996
Phpat.016G032100.2	GO:0047746,GO:0015996
Phpat.016G032200.1	
Phpat.016G032300.1	GO:0008270
Phpat.016G032400.1	GO:0000774,GO:0042803,GO:0051087,GO:0006457
Phpat.016G032500.1	
Phpat.016G032600.1	
Phpat.016G032600.2	
Phpat.016G032600.3	
Phpat.016G032700.1	GO:0003723,GO:0003743,GO:0006413
Phpat.016G032800.1	
Phpat.016G032900.1	
Phpat.016G033000.1	
Phpat.016G033100.1	GO:0004222,GO:0006508,GO:0008270
Phpat.016G033200.1	GO:0046872
Phpat.016G033200.2	GO:0046872
Phpat.016G033200.3	GO:0046872
Phpat.016G033200.4	GO:0046872
Phpat.016G033300.1	
Phpat.016G033400.1	
Phpat.016G033400.2	
Phpat.016G033400.3	
Phpat.016G033500.1	
Phpat.016G033500.2	
Phpat.016G033600.1	
Phpat.016G033700.1	
Phpat.016G033800.1	GO:0016491,GO:0055114,GO:0005507
Phpat.016G033900.1	GO:0005507
Phpat.016G034000.1	GO:0008652,GO:0006520,GO:0055114,GO:0016597,GO:0008152,GO:0016491,GO:0050661
Phpat.016G034100.1	
Phpat.016G034200.1	GO:0005515
Phpat.016G034300.1	
Phpat.016G034300.2	
Phpat.016G034400.1	
Phpat.016G034500.1	
Phpat.016G034500.2	
Phpat.016G034600.1	
Phpat.016G034600.2	
Phpat.016G034600.3	
Phpat.016G034600.4	
Phpat.016G034700.1	GO:0009228
Phpat.016G034700.2	GO:0009228
Phpat.016G034700.3	GO:0009228
Phpat.016G034700.4	GO:0009228
Phpat.016G034800.1	
Phpat.016G034900.1	GO:0003824,GO:0008152
Phpat.016G034900.2	GO:0003824,GO:0008152
Phpat.016G034900.3	GO:0003824,GO:0008152
Phpat.016G034900.4	GO:0003824,GO:0008152
Phpat.016G035000.1	
Phpat.016G035000.2	
Phpat.016G035000.3	
Phpat.016G035100.1	
Phpat.016G035100.2	
Phpat.016G035200.1	
Phpat.016G035300.1	
Phpat.016G035400.1	
Phpat.016G035500.1	
Phpat.016G035600.1	GO:0005515
Phpat.016G035700.1	GO:0005524,GO:0003678,GO:0006260
Phpat.016G035800.1	
Phpat.016G035900.1	GO:0005515
Phpat.016G036000.1	GO:0005524,GO:0016887,GO:0042626,GO:0006810,GO:0055085,GO:0016021
Phpat.016G036000.2	GO:0005524,GO:0016887,GO:0042626,GO:0006810,GO:0055085,GO:0016021
Phpat.016G036100.1	
Phpat.016G036200.1	GO:0008565,GO:0015031
Phpat.016G036300.1	
Phpat.016G036300.2	
Phpat.016G036300.3	
Phpat.016G036400.1	GO:0005515,GO:0004672,GO:0005524,GO:0006468
Phpat.016G036500.1	
Phpat.016G036500.2	
Phpat.016G036500.3	
Phpat.016G036600.1	GO:0009987,GO:0016787
Phpat.016G036700.1	
Phpat.016G036700.2	
Phpat.016G036700.3	
Phpat.016G036800.1	
Phpat.016G036900.1	GO:0016787
Phpat.016G037000.1	GO:0005524,GO:0016887,GO:0009055,GO:0051536
Phpat.016G037100.1	
Phpat.016G037200.1	GO:0008378,GO:0005795
Phpat.016G037300.1	
Phpat.016G037400.1	
Phpat.016G037500.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.016G037500.2	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.016G037500.3	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.016G037600.1	
Phpat.016G037700.1	GO:0005515
Phpat.016G037700.2	
Phpat.016G037800.1	
Phpat.016G037800.2	
Phpat.016G037800.3	
Phpat.016G037800.4	
Phpat.016G037900.1	GO:0005515
Phpat.016G037900.2	GO:0005515
Phpat.016G038000.1	GO:0005515
Phpat.016G038100.1	
Phpat.016G038200.1	
Phpat.016G038300.1	GO:0004650,GO:0005975
Phpat.016G038400.1	GO:0015299,GO:0006812,GO:0055085,GO:0016021
Phpat.016G038500.1	
Phpat.016G038600.1	GO:0031072,GO:0006457
Phpat.016G038700.1	GO:0003677,GO:0003700,GO:0016987,GO:0006352,GO:0006355
Phpat.016G038800.1	GO:0005515,GO:0004672,GO:0005524,GO:0006468
Phpat.016G038900.1	
Phpat.016G038900.2	
Phpat.016G038900.3	
Phpat.016G039000.1	
Phpat.016G039100.1	
Phpat.016G039200.1	GO:0016491,GO:0016706,GO:0055114
Phpat.016G039300.1	GO:0005524,GO:0016887,GO:0016020
Phpat.016G039300.2	GO:0005524,GO:0016887,GO:0016020
Phpat.016G039400.1	
Phpat.016G039500.1	
Phpat.016G039600.1	
Phpat.016G039700.1	
Phpat.016G039800.1	GO:0016491,GO:0016706,GO:0055114
Phpat.016G039900.1	
Phpat.016G039900.2	
Phpat.016G039900.3	
Phpat.016G040000.1	
Phpat.016G040100.1	
Phpat.016G040100.2	
Phpat.016G040100.3	
Phpat.016G040200.1	GO:0003677
Phpat.016G040300.1	GO:0003677
Phpat.016G040400.1	
Phpat.016G040500.1	
Phpat.016G040600.1	
Phpat.016G040600.2	
Phpat.016G040700.1	
Phpat.016G040700.2	
Phpat.016G040800.1	
Phpat.016G040900.1	
Phpat.016G041000.1	GO:0004222,GO:0006508
Phpat.016G041000.2	GO:0004222,GO:0006508
Phpat.016G041000.3	GO:0004222,GO:0006508
Phpat.016G041100.1	GO:0004751,GO:0009052
Phpat.016G041200.1	GO:0005515
Phpat.016G041200.2	GO:0005515
Phpat.016G041200.3	GO:0005515
Phpat.016G041300.1	GO:0005515
Phpat.016G041300.2	GO:0005515
Phpat.016G041300.3	GO:0005515
Phpat.016G041400.1	GO:0005524
Phpat.016G041500.1	GO:0016772,GO:0016020
Phpat.016G041600.1	
Phpat.016G041600.2	
Phpat.016G041700.1	GO:0055085,GO:0016021
Phpat.016G041800.1	
Phpat.016G041900.1	GO:0003723
Phpat.016G041900.2	GO:0003723
Phpat.016G041900.3	GO:0003723
Phpat.016G041900.4	GO:0003723
Phpat.016G041900.5	GO:0003723
Phpat.016G041900.6	GO:0003723
Phpat.016G041900.7	GO:0003723
Phpat.016G042000.1	
Phpat.016G042100.1	
Phpat.016G042100.2	
Phpat.016G042100.3	
Phpat.016G042200.1	
Phpat.016G042300.1	
Phpat.016G042400.1	
Phpat.016G042500.1	
Phpat.016G042600.1	
Phpat.016G042700.1	
Phpat.016G042800.1	GO:0004725,GO:0006470,GO:0008138
Phpat.016G042900.1	
Phpat.016G043000.1	
Phpat.016G043100.1	
Phpat.016G043200.1	
Phpat.016G043200.2	
Phpat.016G043200.3	
Phpat.016G043200.4	
Phpat.016G043200.5	
Phpat.016G043300.1	GO:0009058,GO:0006506
Phpat.016G043300.2	GO:0009058,GO:0006506
Phpat.016G043400.1	
Phpat.016G043500.1	
Phpat.016G043600.1	GO:0003993
Phpat.016G043600.2	GO:0003993
Phpat.016G043700.1	GO:0004672,GO:0005524,GO:0006468
Phpat.016G043800.1	GO:0008324,GO:0006812,GO:0055085,GO:0016021
Phpat.016G043900.1	GO:0031072
Phpat.016G043900.2	GO:0031072
Phpat.016G044000.1	GO:0016844,GO:0009058
Phpat.016G044100.1	GO:0005524
Phpat.016G044200.1	GO:0003854,GO:0016616,GO:0006694,GO:0055114,GO:0003824,GO:0050662,GO:0044237
Phpat.016G044300.1	
Phpat.016G044400.1	GO:0045454
Phpat.016G044400.2	GO:0045454
Phpat.016G044500.1	GO:0045454
Phpat.016G044600.1	GO:0016020
Phpat.016G044700.1	GO:0016161,GO:0000272
Phpat.016G044700.2	GO:0016161,GO:0000272
Phpat.016G044800.1	
Phpat.016G044900.1	
Phpat.016G045000.1	GO:0016779
Phpat.016G045100.1	GO:0046556,GO:0046373
Phpat.016G045100.2	GO:0046556,GO:0046373
Phpat.016G045100.3	GO:0046556,GO:0046373
Phpat.016G045200.1	GO:0004807,GO:0008152
Phpat.016G045200.2	GO:0004807,GO:0008152
Phpat.016G045300.1	
Phpat.016G045300.2	
Phpat.016G045400.1	GO:0046872,GO:0030001
Phpat.016G045500.1	GO:0005515
Phpat.016G045500.2	GO:0005515
Phpat.016G045600.1	GO:0016020
Phpat.016G045700.1	
Phpat.016G045800.1	
Phpat.016G045800.2	
Phpat.016G045900.1	GO:0016758,GO:0016021
Phpat.016G045900.2	GO:0016758,GO:0016021
Phpat.016G046000.1	
Phpat.016G046100.1	
Phpat.016G046200.1	GO:0016491,GO:0055114,GO:0005506,GO:0009055,GO:0050660,GO:0016021
Phpat.016G046300.1	
Phpat.016G046400.1	GO:0005515
Phpat.016G046500.1	
Phpat.016G046600.1	GO:0016616,GO:0051287,GO:0008152,GO:0055114,GO:0048037,GO:0004616,GO:0006098
Phpat.016G046600.2	GO:0016616,GO:0051287,GO:0008152,GO:0055114,GO:0048037,GO:0004616,GO:0006098
Phpat.016G046600.3	GO:0016616,GO:0051287,GO:0008152,GO:0055114,GO:0048037,GO:0004616,GO:0006098
Phpat.016G046600.4	GO:0016616,GO:0048037,GO:0055114,GO:0004616,GO:0006098
Phpat.016G046700.1	
Phpat.016G046800.1	GO:0005515,GO:0046872
Phpat.016G046800.2	GO:0005515
Phpat.016G046800.3	GO:0005515,GO:0046872
Phpat.016G046800.4	GO:0005515,GO:0046872
Phpat.016G046800.5	GO:0005515,GO:0046872
Phpat.016G046900.1	GO:0016491,GO:0016706,GO:0055114
Phpat.016G047000.1	GO:0016747
Phpat.016G047000.2	GO:0016747
Phpat.016G047000.3	GO:0016747
Phpat.016G047100.1	
Phpat.016G047100.2	
Phpat.016G047100.3	
Phpat.016G047200.1	
Phpat.016G047300.1	
Phpat.016G047400.1	GO:0042823,GO:0009228
Phpat.016G047500.1	
Phpat.016G047600.1	
Phpat.016G047700.1	GO:0008375,GO:0016020
Phpat.016G047700.2	GO:0008375,GO:0016020
Phpat.016G047700.3	GO:0008375,GO:0016020
Phpat.016G047700.4	GO:0008375,GO:0016020
Phpat.016G047700.5	GO:0008375,GO:0016020
Phpat.016G047800.1	
Phpat.016G047900.1	
Phpat.016G048000.1	GO:0005515
Phpat.016G048000.2	GO:0005515
Phpat.016G048000.3	GO:0005515
Phpat.016G048000.4	GO:0005515
Phpat.016G048100.1	GO:0009055,GO:0015035,GO:0045454
Phpat.016G048200.1	GO:0008081,GO:0046872,GO:0015969
Phpat.016G048200.2	GO:0008081,GO:0046872,GO:0015969
Phpat.016G048300.1	
Phpat.016G048400.1	
Phpat.016G048400.2	
Phpat.016G048400.3	
Phpat.016G048500.1	GO:0015969
Phpat.016G048500.2	GO:0015969
Phpat.016G048600.1	
Phpat.016G048700.1	
Phpat.016G048800.1	GO:0006457
Phpat.016G048800.2	GO:0006457
Phpat.016G048900.1	
Phpat.016G048900.2	
Phpat.016G049000.1	GO:0004672,GO:0005524,GO:0006468
Phpat.016G049100.1	GO:0005525,GO:0007264,GO:0005634,GO:0005737,GO:0005622
Phpat.016G049200.1	
Phpat.016G049200.2	
Phpat.016G049200.3	
Phpat.016G049300.1	
Phpat.016G049300.2	
Phpat.016G049400.1	
Phpat.016G049400.2	
Phpat.016G049500.1	GO:0006886,GO:0016192,GO:0030117,GO:0005198,GO:0005798
Phpat.016G049600.1	GO:0003677,GO:0004518,GO:0006259
Phpat.016G049700.1	
Phpat.016G049800.1	
Phpat.016G049900.1	GO:0016881
Phpat.016G050000.1	GO:0008483,GO:0030170
Phpat.016G050000.2	GO:0008483,GO:0030170
Phpat.016G050000.3	GO:0008483,GO:0030170
Phpat.016G050100.1	GO:0003723,GO:0008168,GO:0006364,GO:0008033,GO:0016429,GO:0030488
Phpat.016G050200.1	GO:0016020
Phpat.016G050200.2	GO:0016020
Phpat.016G050200.3	GO:0016020
Phpat.016G050300.1	
Phpat.016G050400.1	GO:0004221,GO:0006511,GO:0005622
Phpat.016G050500.1	GO:0016491,GO:0051537,GO:0055114,GO:0009055
Phpat.016G050600.1	GO:0019887,GO:0005956
Phpat.016G050600.2	GO:0019887,GO:0005956
Phpat.016G050600.3	GO:0019887,GO:0005956
Phpat.016G050600.4	GO:0019887,GO:0005956
Phpat.016G050600.5	GO:0019887,GO:0005956
Phpat.016G050700.1	
Phpat.016G050800.1	GO:0016020
Phpat.016G050900.1	
Phpat.016G051000.1	
Phpat.016G051000.2	
Phpat.016G051000.3	
Phpat.016G051100.1	
Phpat.016G051100.2	
Phpat.016G051200.1	GO:0006457
Phpat.016G051300.1	
Phpat.016G051400.1	
Phpat.016G051400.2	
Phpat.016G051400.3	
Phpat.016G051500.1	GO:0016491,GO:0016706,GO:0055114
Phpat.016G051600.1	
Phpat.016G051700.1	
Phpat.016G051800.1	GO:0008565,GO:0015031,GO:0016021
Phpat.016G051800.2	GO:0008565,GO:0015031,GO:0016021
Phpat.016G051900.1	GO:0003700,GO:0006355
Phpat.016G051900.2	GO:0003700,GO:0006355
Phpat.016G051900.3	GO:0003700,GO:0006355
Phpat.016G052000.1	
Phpat.016G052100.1	GO:0003723,GO:0004809,GO:0008033
Phpat.016G052100.2	GO:0003723,GO:0004809,GO:0008033
Phpat.016G052200.1	
Phpat.016G052300.1	GO:0003723,GO:0004809,GO:0008033,GO:0016740
Phpat.016G052400.1	GO:0008168,GO:0008610,GO:0008757,GO:0009312,GO:0009877,GO:0008152
Phpat.016G052500.1	GO:0045040,GO:0005742
Phpat.016G052500.2	GO:0045040,GO:0005742
Phpat.016G052500.3	GO:0045040,GO:0005742
Phpat.016G052600.1	
Phpat.016G052700.1	
Phpat.016G052800.1	GO:0004672,GO:0005524,GO:0006468
Phpat.016G052900.1	
Phpat.016G053000.1	
Phpat.016G053100.1	
Phpat.016G053200.1	GO:0016491
Phpat.016G053300.1	
Phpat.016G053400.1	GO:0003677,GO:0006355
Phpat.016G053500.1	
Phpat.016G053600.1	GO:0003824,GO:0016020
Phpat.016G053700.1	GO:0005515
Phpat.016G053800.1	
Phpat.016G053900.1	
Phpat.016G054000.1	GO:0003700,GO:0006355
Phpat.016G054100.1	GO:0003700,GO:0006355
Phpat.016G054200.1	GO:0005515
Phpat.016G054300.1	GO:0004751,GO:0009052
Phpat.016G054300.2	GO:0004751,GO:0009052
Phpat.016G054400.1	GO:0003824,GO:0043169,GO:0005975,GO:0004553
Phpat.016G054500.1	
Phpat.016G054600.1	
Phpat.016G054600.2	
Phpat.016G054700.1	GO:0004568,GO:0006032,GO:0016998,GO:0008061
Phpat.016G054800.1	GO:0005515
Phpat.016G054900.1	GO:0005515
Phpat.016G054900.2	GO:0005515
Phpat.016G054900.3	GO:0005515
Phpat.016G054900.4	GO:0005515
Phpat.016G055000.1	GO:0003723
Phpat.016G055100.1	
Phpat.016G055200.1	GO:0008270
Phpat.016G055300.1	
Phpat.016G055300.2	
Phpat.016G055400.1	GO:0003697
Phpat.016G055500.1	
Phpat.016G055600.1	GO:0003735,GO:0006412,GO:0005840
Phpat.016G055700.1	GO:0000156,GO:0000160,GO:0006355,GO:0000155,GO:0007165,GO:0016020,GO:0005515,GO:0005524
Phpat.016G055800.1	
Phpat.016G055900.1	GO:0005524,GO:0016887,GO:0016020
Phpat.016G055900.2	GO:0005524,GO:0016887,GO:0016020
Phpat.016G055900.3	GO:0005524,GO:0016887,GO:0016020
Phpat.016G055900.4	GO:0005524,GO:0016887,GO:0016020
Phpat.016G055900.5	GO:0005524,GO:0016887,GO:0016020
Phpat.016G055900.6	GO:0005524,GO:0016887,GO:0016020
Phpat.016G055900.7	GO:0005524,GO:0016887,GO:0016020
Phpat.016G055900.8	GO:0005524,GO:0016887,GO:0016020
Phpat.016G055900.9	GO:0005524,GO:0016887,GO:0016020
Phpat.016G056000.1	GO:0005524,GO:0016887,GO:0016020
Phpat.016G056000.2	GO:0005524,GO:0016887,GO:0016020
Phpat.016G056100.1	
Phpat.016G056100.2	
Phpat.016G056200.1	
Phpat.016G056300.1	GO:0004550,GO:0005524,GO:0006165,GO:0006183,GO:0006228,GO:0006241
Phpat.016G056400.1	GO:0004181,GO:0008270,GO:0006508
Phpat.016G056500.1	
Phpat.016G056600.1	
Phpat.016G056600.2	
Phpat.016G056700.1	
Phpat.016G056800.1	
Phpat.016G056800.2	
Phpat.016G056800.3	
Phpat.016G056800.4	
Phpat.016G056800.5	
Phpat.016G056900.1	GO:0016671,GO:0050660,GO:0006467,GO:0055114,GO:0005789
Phpat.016G057000.1	
Phpat.016G057100.1	
Phpat.016G057200.1	
Phpat.016G057300.1	
Phpat.016G057400.1	GO:0015299,GO:0006812,GO:0055085,GO:0016021
Phpat.016G057400.2	
Phpat.016G057400.3	
Phpat.016G057500.1	
Phpat.016G057600.1	GO:0003676,GO:0008270
Phpat.016G057600.2	GO:0003676,GO:0008270
Phpat.016G057700.1	
Phpat.016G057800.1	GO:0005515
Phpat.016G057900.1	GO:0003677,GO:0005524,GO:0003676,GO:0004386,GO:0008270
Phpat.016G058000.1	
Phpat.016G058100.1	
Phpat.016G058100.2	
Phpat.016G058100.3	
Phpat.016G058200.1	GO:0008270,GO:0070403,GO:0006476
Phpat.016G058200.2	GO:0008270,GO:0070403,GO:0006476
Phpat.016G058200.3	GO:0008270,GO:0070403,GO:0006476
Phpat.016G058300.1	GO:0022857,GO:0055085,GO:0016021
Phpat.016G058300.2	GO:0022857,GO:0055085,GO:0016021
Phpat.016G058400.1	
Phpat.016G058500.1	
Phpat.016G058600.1	
Phpat.016G058700.1	
Phpat.016G058800.1	
Phpat.016G058900.1	
Phpat.016G059000.1	
Phpat.016G059100.1	
Phpat.016G059200.1	GO:0003743,GO:0006413
Phpat.016G059300.1	
Phpat.016G059400.1	
Phpat.016G059400.2	
Phpat.016G059500.1	
Phpat.016G059600.1	
Phpat.016G059700.1	
Phpat.016G059800.1	
Phpat.016G059900.1	GO:0004135,GO:0005978
Phpat.016G059900.2	GO:0004135,GO:0005978
Phpat.016G060000.1	
Phpat.016G060100.1	GO:0003700,GO:0043565,GO:0006355
Phpat.016G060100.2	GO:0003700,GO:0043565,GO:0006355
Phpat.016G060100.3	GO:0003700,GO:0043565,GO:0006355
Phpat.016G060100.4	
Phpat.016G060100.5	
Phpat.016G060100.6	GO:0003700,GO:0043565,GO:0006355
Phpat.016G060100.7	GO:0003700,GO:0043565,GO:0006355
Phpat.016G060100.8	
Phpat.016G060200.1	
Phpat.016G060300.1	
Phpat.016G060400.1	
Phpat.016G060500.1	GO:0003735,GO:0006412,GO:0005622,GO:0005840
Phpat.016G060600.1	GO:0004672,GO:0005524,GO:0006468,GO:0007165
Phpat.016G060600.2	GO:0004672,GO:0005524,GO:0006468,GO:0007165
Phpat.016G060600.3	GO:0004672,GO:0005524,GO:0006468,GO:0007165
Phpat.016G060700.1	GO:0015078,GO:0015986,GO:0045263,GO:0000276
Phpat.016G060800.1	
Phpat.016G060800.2	
Phpat.016G060900.1	GO:0003824,GO:0008152
Phpat.016G061000.1	
Phpat.016G061000.2	
Phpat.016G061000.3	
Phpat.016G061100.1	GO:0003676,GO:0008270
Phpat.016G061100.2	GO:0003676,GO:0008270
Phpat.016G061100.3	GO:0003676,GO:0008270
Phpat.016G061200.1	GO:0005097,GO:0032313,GO:0005622
Phpat.016G061200.2	GO:0005097,GO:0032313,GO:0005622
Phpat.016G061300.1	GO:0003700,GO:0043565,GO:0006355
Phpat.016G061300.2	GO:0003700,GO:0043565,GO:0006355
Phpat.016G061300.3	GO:0003700,GO:0043565,GO:0006355
Phpat.016G061400.1	
Phpat.016G061500.1	
Phpat.016G061600.1	GO:0005515,GO:0004871,GO:0009416
Phpat.016G061700.1	GO:0005515
Phpat.016G061700.2	GO:0005515
Phpat.016G061700.3	GO:0005515
Phpat.016G061700.4	GO:0005515
Phpat.016G061700.5	GO:0005515
Phpat.016G061800.1	
Phpat.016G061900.1	
Phpat.016G062000.1	
Phpat.016G062100.1	
Phpat.016G062100.2	
Phpat.016G062200.1	
Phpat.016G062200.2	
Phpat.016G062300.1	GO:0004553,GO:0005975
Phpat.016G062400.1	GO:0016491,GO:0020037,GO:0051536,GO:0055114
Phpat.016G062400.2	GO:0016491,GO:0020037,GO:0051536,GO:0055114
Phpat.016G062400.3	GO:0016491,GO:0020037,GO:0051536,GO:0055114
Phpat.016G062400.4	GO:0016491,GO:0020037,GO:0051536,GO:0055114
Phpat.016G062400.5	GO:0016491,GO:0020037,GO:0051536,GO:0055114
Phpat.016G062500.1	
Phpat.016G062600.1	
Phpat.016G062700.1	
Phpat.016G062800.1	GO:0022857,GO:0055085,GO:0016021
Phpat.016G062900.1	
Phpat.016G062900.2	
Phpat.016G063000.1	
Phpat.016G063000.2	
Phpat.016G063000.3	
Phpat.016G063100.1	
Phpat.016G063100.2	
Phpat.016G063100.3	
Phpat.016G063200.1	GO:0004176,GO:0006508
Phpat.016G063200.2	GO:0004176,GO:0006508
Phpat.016G063300.1	GO:0004298,GO:0051603,GO:0005839
Phpat.016G063300.2	GO:0004298,GO:0051603,GO:0005839
Phpat.016G063400.1	GO:0004672,GO:0005524,GO:0006468
Phpat.016G063500.1	
Phpat.016G063600.1	GO:0005515
Phpat.016G063600.2	GO:0005515
Phpat.016G063700.1	GO:0005515
Phpat.016G063700.2	GO:0005515
Phpat.016G063800.1	
Phpat.016G063900.1	GO:0005515
Phpat.016G064000.1	
Phpat.016G064100.1	
Phpat.016G064100.2	
Phpat.016G064200.1	
Phpat.016G064300.1	
Phpat.016G064400.1	GO:0005737
Phpat.016G064500.1	
Phpat.016G064600.1	
Phpat.016G064600.2	
Phpat.016G064700.1	GO:0005525,GO:0007264,GO:0005622
Phpat.016G064800.1	
Phpat.016G064900.1	GO:0005515,GO:0006355,GO:0005634
Phpat.016G065000.1	
Phpat.016G065100.1	
Phpat.016G065100.2	
Phpat.016G065200.1	GO:0000166,GO:0046872,GO:0030001,GO:0003824,GO:0008152
Phpat.016G065300.1	
Phpat.016G065400.1	
Phpat.016G065400.2	
Phpat.016G065400.3	
Phpat.016G065400.4	
Phpat.016G065400.5	
Phpat.016G065400.6	
Phpat.016G065400.7	
Phpat.016G065500.1	GO:0004672,GO:0005524,GO:0006468,GO:0005515
Phpat.016G065600.1	GO:0005525
Phpat.016G065600.2	GO:0005525
Phpat.016G065700.1	GO:0006810,GO:0016020
Phpat.016G065800.1	
Phpat.016G065900.1	GO:0005515
Phpat.016G066000.1	GO:0003676,GO:0005524,GO:0008026,GO:0004386
Phpat.016G066000.2	GO:0003676,GO:0005524,GO:0008026,GO:0004386
Phpat.016G066100.1	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G066100.2	GO:0046873,GO:0030001,GO:0055085,GO:0016020
Phpat.016G066100.3	
Phpat.016G066200.1	
Phpat.016G066300.1	GO:0008299
Phpat.016G066300.2	GO:0008299
Phpat.016G066400.1	GO:0003824,GO:0005524,GO:0008641,GO:0006464
Phpat.016G066400.2	
Phpat.016G066500.1	GO:0019843,GO:0005622,GO:0003723
Phpat.016G066600.1	
Phpat.016G066700.1	GO:0005515
Phpat.016G066800.1	GO:0005515
Phpat.016G066900.1	GO:0004672,GO:0005524,GO:0006468
Phpat.016G066900.2	GO:0004672,GO:0005524,GO:0006468
Phpat.016G067000.1	GO:0016884
Phpat.016G067000.2	GO:0016884
Phpat.016G067100.1	GO:0004553,GO:0005975
Phpat.016G067200.1	
Phpat.016G067200.2	
Phpat.016G067300.1	
Phpat.016G067300.2	
Phpat.016G067300.3	
Phpat.016G067400.1	GO:0005634
Phpat.016G067400.2	GO:0005634
Phpat.016G067500.1	
Phpat.016G067600.1	GO:0005515,GO:0008236,GO:0006508
Phpat.016G067700.1	
Phpat.016G067800.1	
Phpat.016G067900.1	
Phpat.016G068000.1	GO:0003676,GO:0005634
